TotalDisplacement 22496804
MaxDisplacement 5040
NumCells 12028
c7036 -23232 23744
c6773 17424 15680
c1305 21384 10136
c897 4290 26768
c4166 -1650 23240
c9573 -19338 3584
c3605 132 -11032
c1705 9834 -32704
c1639 -18348 4088
c674 4290 -10024
c3687 27984 -4984
c480 -28644 -13048
c2794 -31218 29288
c6592 16236 1568
c883 330 9632
c3543 6534 -8008
c49 -11484 -11536
c9295 -25674 -5992
c1517 2508 20720
c9850 -11286 -26152
c692 25080 11144
c1112 32670 -14056
c4189 -2376 17192
c3183 -396 -21616
c2187 3894 7616
c7415 -28974 -32704
c11184 -16962 11144
c7854 -27126 -2464
c29 -10032 6608
c5631 -990 16688
c650 2376 8120
c5603 23034 24752
c11267 -29766 -18592
c10645 24420 -26656
c2007 -5742 10136
c510 2244 560
c2084 -26994 -26152
c5079 1848 -13048
c2029 22176 -16576
c5463 2574 11144
c2980 3498 -2968
c5813 -5676 11648
c74 -132 5600
c11720 5676 16184
c356 29832 -2464
c1409 12870 4592
c685 29766 3080
c12 -14190 -6496
c72 -5082 -5488
c37 13662 23240
c3600 21186 -23128
c7441 -19272 13664
c502 -21516 -17584
c5011 17292 8120
c5207 29568 -31192
c11168 -28182 -24136
c8410 29106 -22624
c5452 25080 -14560
c244 -7656 -27664
c5001 1650 22736
c1994 8184 -24640
c2623 5808 30296
c572 7062 -13552
c4610 -1056 8624
c6475 9900 -3976
c487 1584 2072
c702 -17094 -33208
c3372 2178 21728
c2824 -4356 1568
c1683 27324 30296
c6844 -8910 -10024
c1943 330 -29176
c8824 -12012 -952
c1253 28842 5600
c4502 -22968 -7504
c2523 -26070 -952
c3370 11880 22736
c1386 30558 3080
c304 12210 11144
c1399 7788 -31192
c7130 4554 1064
c24 -10362 -14056
c7730 31944 -13552
c561 -11088 2576
c4358 8250 -13048
c4728 28974 7616
c11 -7656 17192
c8551 6732 -9520
c6795 -30360 -31192
c5432 462 -16072
c97 25872 9128
c4401 26862 -29176
c1999 10956 -1960
c2003 -23826 -19096
c5766 18216 -29680
c18 -15048 -2968
c951 9372 -24136
c427 21384 27272
c2781 -29634 -17080
c1114 2310 32312
c233 -15972 -29680
c5128 -21978 26768
c1062 25212 6104
c9011 -19338 -14560
c7433 -24618 1064
c150 19998 -1456
c8827 -1716 -19096
c739 13926 -29176
c10875 -33330 5600
c6374 -7392 -4480
c6 24618 29288
c2079 -19338 17696
c4730 -26070 -8008
c6150 -11880 56
c1680 -31416 -33208
c9411 24024 -20104
c4465 23298 26768
c6588 -16368 31808
c19 27060 -10528
c11896 -20790 9128
c6243 -26532 -9016
c6851 -28314 -17080
c2486 -25278 -6496
c2125 -14058 -31696
c1406 -19602 7616
c6593 -3960 -18088
c2657 -528 -23632
c339 -16632 -26656
c10423 5214 24248
c10331 -11220 -5488
c4081 19866 -17080
c3223 -8448 -19600
c383 -3168 -30688
c7084 13794 3584
c3488 -13596 17192
c8090 -29898 -15568
c5730 -330 -23128
c3 3168 -16072
c3544 16500 20216
c12004 -21846 -8008
c3018 -26994 -5992
c772 -8976 -21112
c7853 2112 -29680
c1612 26466 -14056
c482 -21120 -17584
c1378 29964 -27160
c6421 18678 22232
c3871 13794 29288
c10677 10890 7616
c1356 23232 28280
c1034 4686 17696
c4350 -28050 -22624
c817 -19470 -14560
c2545 14850 21224
c5282 -25146 1064
c11116 -16368 -18592
c11018 21978 -10528
c450 -32142 -7504
c10993 3960 4088
c325 7986 32816
c3734 -17226 -10024
c6107 12144 31808
c3589 -28776 -26656
c7388 396 -12040
c9329 26928 -9016
c570 13662 -28168
c9532 -28182 -8512
c3308 25014 14168
c23 -10956 17192
c8561 -18612 19208
c7153 17556 22736
c207 -14388 -1960
c1472 20460 19712
c36 -23298 4088
c185 -18018 -27160
c8845 -26466 1568
c469 23958 14168
c11851 -8118 1064
c1156 -7920 -3976
c516 -462 -8008
c143 24288 8120
c3101 8646 14168
c2030 10758 -32704
c845 16236 -1960
c9922 -6732 -1960
c4930 -24684 -11032
c5580 9174 -22624
c578 25080 -17584
c8712 31020 11144
c2800 13992 30800
c3473 14058 4592
c15 -31746 10136
c5305 23232 -13552
c308 1254 32312
c11287 15510 25760
c8947 -11682 -25648
c7066 17160 9632
c13 -18942 23240
c10660 -7392 13664
c1165 -28578 25256
c11949 23166 21728
c358 -4686 -33208
c3083 25938 -5488
c449 12276 6104
c3756 990 -32704
c4028 -19008 17192
c1778 30822 26264
c6554 11880 9632
c3677 -1254 6104
c1507 31812 30296
c7180 132 -952
c3277 -18942 -2464
c569 -21450 -22624
c3045 12936 -7504
c6662 10824 9128
c4937 -23298 -8512
c7798 10692 8120
c1146 21648 -12040
c8935 5874 -2968
c6930 -17358 1568
c1390 -462 -25144
c6176 -23826 560
c4738 20790 -31696
c1722 -23826 28280
c8116 -24156 10640
c3199 -14454 -21616
c11607 -26994 29288
c4023 8712 31808
c5101 -16302 16184
c7351 -12210 -27160
c2505 26268 18704
c5676 3828 8120
c10692 -24024 14672
c10 -24552 -14056
c1655 26730 14168
c287 17556 12656
c10356 28842 -1456
c1834 27852 -11536
c230 -12936 -13048
c5126 29238 -10024
c20 20196 30296
c552 11352 -11536
c3973 6996 -24136
c7092 -30162 32312
c10490 -30294 -20104
c364 25938 -32704
c1266 -20064 4088
c3429 24420 -29680
c14 15708 18704
c9655 -20394 18200
c2997 -18810 17696
c1668 -4026 -17080
c767 -15906 -16072
c7976 -14718 -1456
c470 -33330 -28672
c1056 22836 -13552
c6380 19668 31304
c6180 30096 -1960
c278 26796 1568
c6094 28248 -9520
c6785 5214 -2968
c47 -16368 5096
c477 -2046 -10024
c10774 20922 32312
c6699 -21582 11648
c42 14190 26264
c9225 29172 -30184
c5099 18282 3080
c1214 -9438 -1456
c52 -19536 -18592
c11687 26070 12152
c458 -24618 -6496
c568 16170 -31696
c7302 -16830 -28168
c5856 -10890 18704
c1710 -15774 -28168
c9206 21780 -9520
c8315 -27786 -13552
c1674 2970 -2968
c294 -25608 -5488
c1265 -20130 20720
c8250 -15114 29288
c402 -30294 -25648
c34 26928 -1960
c481 27852 -13552
c9156 -594 15176
c60 27984 -25648
c3628 5808 28280
c5667 -20988 -26656
c2547 -27258 -2968
c933 -15510 -7504
c6816 -15840 -17080
c332 -23694 5600
c83 -8316 27272
c4751 21384 19208
c6950 -2310 -15568
c3317 22506 22232
c92 25740 24248
c6583 12276 -7000
c274 -3234 24752
c8595 24948 11648
c2840 -23496 -7000
c11833 15444 31808
c1501 -3102 18200
c412 14256 -23128
c10101 -6534 7112
c9818 -11748 15680
c1285 660 20720
c9309 -2376 6608
c5849 -13134 21224
c11067 -14058 17696
c3296 30162 560
c6808 14784 -952
c1791 -12606 -8512
c5359 13134 -28168
c613 -24750 23240
c1435 -3894 27776
c7347 15510 -25144
c754 4752 -24136
c58 -2112 6104
c6002 -19932 5600
c3443 -11352 -21112
c7101 -3168 -3976
c11021 12144 12656
c5943 -9834 21224
c9262 -22638 9632
c8501 10626 4592
c379 10560 28280
c11998 -17886 -25648
c10031 26466 29288
c3389 24750 -8008
c2109 14256 17192
c1487 20460 1568
c1369 4488 8120
c63 13926 -1456
c4051 31482 22232
c1622 27720 -12544
c1057 -27060 4592
c10320 -22902 3584
c44 -22836 -952
c1566 20988 -2968
c209 -33330 1568
c1432 15642 21728
c7291 5148 27272
c732 -4026 18704
c1461 -22704 17192
c1891 -24222 13160
c349 18678 -7504
c3882 22968 -31192
c1023 31944 2072
c2900 24420 -12040
c2850 -19602 560
c30 22770 -28168
c3439 7326 13160
c10313 -16236 4088
c2606 -1650 32312
c521 -22902 -20104
c1205 3894 15176
c2304 30294 25760
c712 6930 -13048
c3052 -10428 -19096
c9166 18810 32312
c7700 -25674 -1456
c3762 -6072 -16576
c6707 22440 -22120
c8375 -26730 -27160
c99 10362 -33208
c3036 -26532 -12544
c455 10824 11648
c2020 -14916 18200
c490 -16566 7112
c4923 -18414 14168
c5321 30030 10640
c917 23628 27776
c2433 -3762 -25144
c5374 -8382 -1456
c8055 31680 1568
c2281 8910 -9016
c0 -6930 25760
c78 15180 11648
c11100 3894 13160
c39 -14190 -17080
c10372 18612 -16072
c4606 31812 32535
c6882 -2904 -9520
c4218 924 -12544
c9418 31416 7112
c2279 10560 -9520
c4469 -19602 -16072
c8067 -3168 -22120
c2746 -31482 26264
c79 -10692 -7000
c6705 19998 25760
c8804 -330 15176
c7677 23496 -23632
c600 13464 -17584
c1347 1452 8120
c6498 6996 -24640
c10874 28380 -16576
c6518 15378 10640
c1584 -9240 -10528
c8389 -26466 12152
c976 19206 -8008
c534 2442 -5992
c7920 -11088 -19600
c7772 -924 -9520
c228 21846 -29176
c4390 11088 9128
c4421 -17028 -14560
c7652 30294 4088
c669 14916 29792
c113 32868 5096
c5858 -660 20216
c7930 -15114 7112
c2459 -4554 -14056
c1754 -9834 11144
c7472 -27522 12152
c1642 -1254 -32704
c3723 -21714 -12040
c758 14850 -18592
c1530 -5214 -1456
c1803 -13728 -16072
c1647 -27588 -4480
c84 -28842 -23632
c944 24552 1064
c3245 -19074 -25648
c3348 24948 24752
c5124 32340 30800
c7466 18216 2072
c3016 -3564 -30688
c10294 2772 -11032
c9981 -32538 -22624
c7973 7128 -24136
c4482 6138 -13048
c102 16302 1064
c938 -25608 -24136
c11464 18084 -12040
c6863 -8844 15680
c4282 14652 -21112
c67 -6666 -20104
c6178 -10032 -23632
c6302 26070 14168
c6659 -29106 26264
c7654 -9636 -3976
c5464 -25938 30800
c1471 -7920 -12040
c9965 -5610 -5488
c6225 3432 14672
c492 -17094 -11032
c3641 -18084 -14056
c76 15840 -8512
c3662 9438 -11536
c10098 -15840 -12040
c8271 -24552 -1960
c196 3432 11648
c11593 -17688 -12040
c10479 24024 15176
c2891 11022 18200
c2930 -16962 16688
c2430 -18678 -16072
c7722 11880 -23128
c4788 6468 3080
c165 858 -448
c7117 -17490 -1456
c1457 15642 -26152
c6782 -8646 12656
c8918 32076 -1960
c695 5214 26768
c7035 2244 31304
c2082 3828 20216
c1664 -20922 11144
c5416 11814 -10024
c7604 -24288 -10024
c2422 -19272 -13048
c606 6600 -26656
c2803 -1650 -28168
c2037 6732 1568
c5967 -10164 -7000
c6413 -3894 18704
c9636 31284 19712
c506 28644 27776
c203 -24420 -15064
c317 20592 -17584
c5388 2046 -10024
c4170 -3696 28280
c6203 -20790 -8512
c6753 3564 6608
c489 33000 2072
c4042 -3960 5600
c8578 3630 -2968
c241 28512 6104
c1540 -8646 -31696
c5467 4224 27272
c6197 -33330 56
c206 27192 -13048
c1063 8976 28280
c2160 -30096 21728
c2622 25212 16688
c4136 24288 -23632
c6280 22308 -2464
c3235 -15840 31304
c4598 20394 21728
c715 15246 -5488
c434 -21252 -12544
c4811 -20658 -9016
c234 4026 -13552
c5644 5940 -25144
c334 -30690 28784
c10447 1914 9128
c229 33066 26264
c1670 -10692 -19600
c111 5544 19208
c1859 13134 3080
c961 1320 28280
c10681 19734 -15064
c85 24882 -17080
c2624 13596 19208
c2490 24420 -13552
c1521 16038 -17080
c417 -18282 -5992
c3561 20196 56
c7105 14256 20720
c1058 -12540 -23632
c1704 1122 21224
c8509 -7392 -12544
c4024 132 -3976
c222 -14784 -16576
c3022 -18414 21728
c11053 -16500 -3472
c223 14058 3584
c811 19800 -14560
c858 -23166 9128
c6033 16236 2072
c7779 792 -23632
c6512 22044 -2464
c218 15840 10136
c11905 6996 5096
c3408 17358 4088
c7313 12804 -1960
c11035 30624 -26656
c353 23892 56
c7093 3234 -10024
c2766 2706 7616
c1054 1056 560
c1990 23034 -32704
c925 -6336 17192
c2088 -11088 -22120
c10275 30822 28784
c8284 -5016 -15064
c1097 -3168 -18088
c10450 25080 56
c299 21912 7112
c2335 -23298 7616
c1312 28776 -14560
c7273 17952 6104
c10076 594 56
c231 -28314 -15064
c782 29568 11648
c5583 -21582 -5992
c235 16368 20720
c2262 -16038 1568
c1317 29700 -1960
c10492 18546 13160
c2042 18414 -10528
c2053 -33330 -21112
c28 28908 -13552
c333 30426 3080
c4654 1254 19712
c5125 -10362 -15568
c180 21780 27272
c2515 2310 -27160
c3442 31746 -14056
c1078 27984 24248
c3688 -25410 -2968
c8508 22704 -9520
c5522 4092 16688
c267 3036 13664
c1379 -17226 -28672
c4834 -11550 -9016
c696 14520 10136
c5888 19206 -27664
c8393 23760 5096
c6477 2376 18704
c2051 -26070 7616
c11449 11418 -5992
c5162 -11616 2576
c2066 21516 30800
c1654 9174 -13552
c2098 19470 -30688
c2568 7788 13664
c6920 10956 2072
c3418 -19536 -21112
c245 24090 22232
c624 -20460 6608
c1133 29568 13160
c1845 2508 -21616
c1282 11352 -21112
c8585 13926 26264
c700 -17490 32312
c6320 27060 -13048
c4382 13926 -30688
c10094 7722 12152
c734 -10032 -32200
c6139 32340 5600
c108 27984 -30184
c4163 -33330 22736
c5269 21516 25256
c11977 26268 22736
c6676 -12474 -10024
c4248 -17886 -23128
c9946 -22242 22232
c170 24024 22736
c4537 7986 -6496
c6027 20658 26768
c839 -22242 -15568
c1443 -4554 26768
c4984 17688 -27664
c5267 31812 28280
c9635 24948 -24136
c6684 24156 -9520
c10299 -28710 8120
c9691 -4158 9632
c6955 -11682 -28672
c253 3498 13160
c3626 25872 -28672
c254 13794 -22624
c1044 -7920 -22120
c1781 16830 18200
c1716 -4686 -8008
c1473 -1716 16184
c148 12540 -22120
c271 27126 10640
c471 30690 32816
c970 -20394 -8512
c5490 13728 6104
c116 -924 6608
c6270 23430 14168
c6370 8910 24752
c646 13464 31808
c1935 -8382 -29176
c8010 -10758 -25648
c416 25146 26264
c6725 -21186 -3976
c3095 8382 32312
c1528 -10164 -22120
c1404 -23364 10640
c454 24222 10640
c1604 9768 27272
c8544 -15378 21224
c2927 -24486 27776
c7475 -858 26768
c2526 -19272 -4984
c512 -4422 -13552
c5681 -1188 -4480
c264 -8250 -24640
c216 25608 27272
c868 14388 -21112
c11960 1650 23240
c4205 -24354 16184
c6095 1452 -21112
c266 -594 24248
c8450 13134 -10024
c2301 28248 1064
c2294 21054 12152
c1505 26928 25256
c4174 -17820 -17584
c366 32868 1064
c11974 18084 12656
c1466 13926 -15568
c3116 -11418 11144
c4735 -5742 7616
c478 -9438 13160
c3452 6468 22736
c2247 -7986 7616
c1495 -990 11144
c9999 18282 -26152
c666 -13068 -16072
c3264 27060 -20104
c483 29832 17192
c409 -5016 -30688
c2151 22176 22736
c7393 858 15176
c9053 27192 -4480
c86 28380 5096
c3278 14850 -30688
c1166 22308 9128
c404 -660 -13048
c6987 5742 -31696
c11198 -14322 32816
c573 13134 9632
c3414 -19866 16688
c281 5478 1064
c10884 1650 25760
c5164 2178 26768
c1667 7590 28784
c6525 5148 -10528
c190 -25872 10640
c201 25674 3584
c7004 12738 -6496
c4287 21252 -6496
c3616 -29964 7616
c699 4224 -22120
c7513 -13860 10640
c6761 792 -24136
c7892 -27456 -10528
c1439 -28050 -11536
c3691 -16368 560
c2465 16500 56
c7229 -19470 -16072
c301 -21846 15176
c2963 28116 -22120
c11527 17292 23744
c923 15576 -952
c9517 1386 -13552
c902 7326 7616
c5797 -29436 -27664
c7742 -19206 -22624
c4486 -4158 19712
c1548 3168 8120
c1621 -10296 2072
c3595 29370 -29176
c9764 -8646 26768
c169 13926 -9016
c9620 10164 8120
c3357 -4092 -9016
c960 24882 6608
c682 -9636 14672
c5576 32208 -18088
c1541 -726 5600
c5919 -20658 22736
c10426 -3564 -9016
c1103 21780 -7000
c310 16566 -448
c1245 23958 -30184
c2673 -29898 8120
c1345 -11220 -19096
c7053 -6798 -31696
c2670 -16632 -27664
c114 1716 -4480
c380 32340 -30184
c638 10230 -21616
c313 -5346 -4984
c892 1056 -11032
c9912 726 12152
c3175 9372 -15064
c3722 4686 7616
c1794 27852 11648
c1454 21120 30296
c8622 -17094 7616
c2047 1650 -32200
c5024 -11088 11648
c9672 -1650 21224
c324 -4092 11648
c138 25212 -11536
c3583 -25674 -21616
c4296 -19734 6104
c11923 -1584 5096
c8939 28908 16184
c326 -25674 6104
c3053 22242 -27664
c1188 -3498 -6496
c3654 -6930 22232
c4478 -17556 -26656
c1327 -5148 -13048
c3155 15906 1064
c2057 -11946 -10024
c1508 -7854 23240
c8928 12210 -5992
c2061 -17226 -7504
c3241 -25410 2576
c3017 -16566 1568
c6403 23496 15176
c2129 6930 12152
c4 3498 17696
c4107 24684 27776
c6465 -19140 -10024
c7136 -15642 21728
c7726 7524 -12040
c7653 -10230 -25648
c801 -17688 24248
c2639 -26730 2576
c6067 -5874 25760
c1446 3960 17192
c95 24420 9128
c370 -33330 26264
c3995 28446 3080
c494 13860 22736
c331 10692 -23128
c3005 -26334 -15568
c9220 -9174 4592
c2585 -10428 -13048
c5800 6534 26264
c7128 -9042 11144
c7590 -9702 -21616
c7572 5082 24752
c451 -1716 -18088
c2807 -17886 8120
c2409 19668 19712
c2296 -7062 -2968
c2872 13134 -15064
c9800 21450 -15064
c9271 -20328 -13552
c5918 17622 -31696
c894 28512 1568
c5382 -7194 10136
c5595 8712 20720
c10629 -330 -32200
c7450 8118 -22624
c1283 -13068 -26656
c1248 -3630 -6496
c6201 15312 -17584
c11906 26796 -25648
c3455 5742 -32704
c258 13662 -26152
c643 28842 -26152
c2880 2310 9632
c5645 32076 -25648
c5630 15972 19712
c5836 -32340 18704
c341 18942 4088
c3986 -7986 -2968
c2091 -12936 -7000
c5088 31020 8120
c217 -19338 -1456
c1565 17028 12656
c367 20262 4088
c4635 -27786 -15064
c1111 -25080 10640
c3630 22242 560
c3332 -9702 -10024
c7152 30228 30296
c337 2178 -32704
c2630 -24552 -4480
c6155 12936 -21112
c346 -5148 -31192
c347 13530 4088
c3014 -24882 12656
c4485 -26202 4088
c5559 18348 17192
c4665 -11682 -8512
c6301 -9570 26768
c2765 -11352 3080
c350 -14190 15176
c3526 -7392 2576
c43 2706 -13552
c2455 17820 -3976
c710 9042 -13048
c889 26796 8120
c2093 -2904 -18088
c1477 6600 56
c5830 -28578 22736
c2688 -21384 18704
c7063 31812 -24640
c1533 -26664 -14056
c742 -30162 7112
c8680 22242 14168
c1706 -20328 -11032
c11874 -26400 -24136
c7165 26994 -448
c224 -1782 22736
c1329 2904 31808
c6290 13860 -27664
c8956 528 -19096
c6231 15114 -17080
c2748 6864 -12544
c11722 -28380 -14056
c2714 28842 17192
c4404 -10164 4088
c186 -23628 -22120
c5202 30096 6104
c1715 -26202 -4984
c538 3234 4592
c365 -6864 13664
c887 -22176 -7504
c11643 16236 -8512
c6506 -594 -27664
c5599 -21186 2576
c153 -27984 -10024
c7499 13068 25256
c2289 19470 12152
c4253 -11484 10136
c1377 11880 17192
c9461 -23826 32312
c372 -22902 13160
c2200 4026 -27160
c1736 -33264 -31192
c9587 32868 -21112
c2749 29238 -9016
c784 20262 4592
c387 -132 -18088
c2121 -8910 21224
c6262 -16500 14672
c2432 12144 -9520
c7941 -396 -30688
c1349 -6600 -24136
c1782 -18546 3584
c311 -23100 -22120
c2117 19800 7112
c1660 20196 25256
c770 31020 13160
c5596 7062 23240
c10964 12474 10640
c4743 4356 -3976
c90 15444 20216
c1985 10692 56
c11307 15510 -15064
c11114 27390 -10024
c171 5214 -25648
c822 2244 -12040
c396 -5874 -26152
c635 17028 7112
c10334 3168 4088
c1237 -21450 12656
c2784 21384 -24136
c208 -4224 -31192
c2344 -16764 -12040
c352 4950 -10024
c5334 8778 32816
c9499 10824 25256
c6819 8646 -27160
c403 30492 -3976
c5296 8052 -10528
c660 28446 12152
c4732 13068 5096
c391 19338 29288
c5010 5214 24752
c693 -6798 4592
c6694 17094 -22624
c2704 -24156 -23632
c4607 8184 28280
c3659 6732 -11032
c4506 -4092 13664
c6594 -15774 23240
c8215 -2706 -11032
c6897 16962 21728
c405 -26400 18704
c3225 -6072 13664
c5288 -14322 -26152
c5662 -24816 18704
c823 20658 -952
c10307 19272 -31192
c475 -18018 16688
c2384 14718 26768
c4594 24486 14168
c4812 -7128 4088
c910 -7194 -10024
c4337 9042 15176
c8681 -13992 -29680
c1822 -23958 13160
c11691 17490 -31696
c2031 330 -20104
c824 990 21728
c9527 21516 19712
c3310 -10956 6104
c2277 16368 22736
c1309 -15312 -9520
c2033 -22440 -12544
c9738 -16698 5600
c1770 -13332 -19600
c830 -22308 5096
c3781 -22440 -7504
c3449 -4686 10136
c1067 -5874 18704
c7041 13200 -12040
c7183 -18942 15176
c2564 9636 22736
c520 10164 20216
c834 32604 -4480
c7231 4884 560
c1537 28446 6608
c8472 8580 8120
c6766 9240 9128
c2561 32604 18200
c1393 -20196 -14056
c9563 1650 -15568
c8919 26796 13160
c1522 1848 31808
c838 -7194 -29176
c1081 1782 7616
c4825 -23298 13160
c8610 16038 -5488
c7058 1122 -26152
c2036 7524 -21112
c4818 29964 3584
c5206 -12474 19712
c5860 -15378 12152
c5622 3168 -29680
c11987 -11616 -23632
c1014 -6534 12152
c10901 6072 16184
c3115 -3366 -27160
c843 28842 17696
c1740 25014 -5488
c10620 -7722 11144
c2126 25146 -14056
c4007 30756 31304
c828 23364 18704
c844 19470 -5992
c7950 7722 17696
c3204 20262 -32704
c1563 198 6104
c9982 -9570 4592
c3416 -23958 -12040
c1629 13926 8624
c3520 -29106 13664
c5424 -17886 8624
c914 -9768 -19600
c3289 3300 2576
c1395 -30030 26768
c11655 6402 -10024
c9425 21252 5096
c849 27258 26768
c11127 1980 -19600
c5608 16434 -15064
c11944 22968 16688
c4558 -21714 -2464
c335 -33000 -10024
c3789 29502 6608
c1137 2508 27272
c9117 24750 -14056
c717 -7458 -5992
c6050 5082 7616
c2405 -24090 3080
c731 330 -8512
c4637 -14784 31304
c2158 -17952 25256
c9335 -5346 1064
c4306 3828 -24136
c5153 15906 13160
c859 -27324 -9016
c7968 23298 -1456
c2634 16698 -5488
c467 28842 6608
c862 1716 -9520
c493 30888 31808
c864 21384 11144
c2759 -1518 -33208
c6505 -11550 7616
c8016 23628 11648
c634 -10560 14672
c3647 31680 15176
c87 15510 5600
c10733 15444 -952
c9928 24684 -11032
c7336 -17886 2576
c11091 -24420 6608
c6089 18018 -28168
c869 25410 7616
c870 -30162 3584
c1009 8250 15176
c1527 -10626 3584
c279 15378 -25144
c8470 -4422 1064
c3327 25278 -29176
c7487 18942 -31696
c872 4686 -28168
c5156 22638 26264
c4394 1188 4088
c2562 -10296 20216
c6289 -31416 -14560
c2104 26136 -1960
c2694 -16236 30296
c1052 18480 -6496
c6265 22902 -23128
c6393 1650 11144
c3710 23694 21728
c1465 -16566 -14056
c2006 11946 3080
c1695 2970 -8008
c9054 -17886 12152
c2666 -16830 20720
c9475 -23562 13160
c998 28644 -23128
c10158 12540 -27160
c156 -132 8120
c877 30426 32312
c11108 -1716 -13048
c881 -5412 -3976
c986 11748 -19600
c1273 -33330 2576
c3881 26466 3584
c2040 -23496 -12544
c765 -198 -20608
c884 31614 -22624
c5503 29766 -5488
c2261 6864 20216
c2058 -7524 -10528
c885 23496 -27160
c2669 -24486 -29176
c890 -29832 23744
c2101 9636 3080
c3506 -9174 3584
c891 20328 -28672
c7918 -17292 30296
c893 -6138 25256
c1319 -21714 -16072
c9972 9966 -18592
c5526 -8580 11648
c10562 19866 23240
c790 27720 -25648
c5433 -23166 -31696
c10138 -14454 16184
c1965 -31020 -22120
c895 9768 16184
c6827 15048 -21112
c3669 6600 10136
c7743 -11022 25760
c6016 -14454 32816
c896 11088 -28672
c1735 14586 -25648
c8969 28644 16688
c7363 -3102 -17080
c11800 -16698 9128
c10587 -27522 -12040
c2193 32934 -25144
c903 -16170 32816
c560 -24354 10136
c1263 -11814 -18592
c2615 858 -32704
c1032 -1650 21728
c1759 22638 12152
c1633 924 -11536
c1169 -10758 -18592
c11602 24486 -5488
c2341 19404 -27160
c3571 -27060 -1960
c920 -2112 4088
c9452 6072 -30184
c924 -5808 2576
c1186 13464 30296
c4037 32472 -27664
c1919 -3630 -13552
c388 18084 -12544
c3489 -2442 -448
c3118 5478 12152
c1468 -28974 -9016
c9844 -26400 -4480
c1614 19074 8624
c7771 8184 -14560
c4952 -11616 14672
c152 5214 -20608
c5982 -19602 20720
c10627 -8514 1568
c934 -11550 -10024
c935 8448 2072
c3417 -22770 7616
c1617 -21054 -32704
c3211 -3036 -29680
c1536 11352 5096
c260 660 8624
c1200 -17820 -23632
c939 -8382 -9016
c988 -3894 4592
c3064 27060 5096
c940 -22110 9632
c10640 25542 -1456
c2090 -24222 -32704
c941 -20526 12152
c5900 -21450 20720
c3624 23034 10640
c11817 25476 -11032
c943 -5808 2072
c1825 17952 16688
c945 -12012 17192
c8444 17424 24248
c4538 24156 -31696
c947 -21714 29288
c11592 -28380 -23128
c1626 -28578 3584
c10563 -14388 -4984
c2577 13728 30800
c948 17292 -24136
c4215 18678 23240
c5955 16368 -21112
c949 -33330 -17080
c3438 -2706 3080
c1368 -2508 -30688
c6660 1188 -4984
c2291 14520 27272
c9030 -5478 12656
c4488 -16830 22232
c5657 28050 -19096
c1512 -17160 -19600
c11590 13002 -5992
c293 12804 -27664
c3430 14652 -19600
c1656 -9570 -8512
c9352 27192 -27160
c8195 16962 -15568
c582 -9702 -23128
c2909 13332 17192
c7401 27060 -19600
c167 -11814 12656
c2457 -20790 15680
c3451 2706 -27664
c11749 4620 -14560
c9569 -5346 -8512
c3818 12012 -3976
c2415 9570 -13048
c2894 22440 -13552
c1918 8052 5096
c1904 22374 8624
c4922 -23364 56
c11109 20592 -21112
c5144 30096 30296
c5391 4818 -26152
c957 4620 -10528
c3084 -9042 -11032
c958 11682 15176
c5292 6798 18200
c576 25476 -13048
c5400 22044 -24136
c6648 22902 6608
c7391 17886 32816
c11304 7128 28280
c1827 30162 26768
c963 -22506 -23128
c9272 24288 18704
c4980 -3036 -16576
c6742 16896 20216
c964 20064 -12544
c714 5016 16688
c6198 31680 14672
c3198 31416 -21112
c7276 23958 28784
c694 -22242 -3976
c2762 16236 15176
c338 3366 -5992
c965 -8910 28784
c11820 -12738 11144
c6564 16236 -23632
c3410 2904 20216
c11145 6534 7616
c10685 -16500 23744
c5732 -15840 18200
c4109 19668 8120
c967 -10824 -18088
c2438 -26202 9632
c968 -3960 27272
c1713 26664 -27160
c4427 10626 14168
c969 19206 -26152
c11943 -10692 -952
c912 -19536 -11032
c3413 26334 32312
c9830 1716 19208
c972 2508 -15064
c1850 22176 -20104
c215 20460 20720
c7190 27588 29792
c8790 19866 -33208
c1159 9900 -7000
c6729 11022 2576
c9334 31944 13160
c1467 -26994 -15064
c5531 -17556 18704
c6359 4554 32816
c1493 25674 -28168
c1105 -15774 -21616
c9772 24420 -2464
c6013 -14388 -20608
c977 -5610 22232
c4176 -26004 -1960
c982 -28578 -2464
c3576 11418 4592
c6693 -5940 1568
c11557 14190 2576
c6321 29634 26264
c7113 31416 -448
c984 18216 -26656
c3481 -17028 23744
c829 2376 -14056
c3163 -13860 -952
c985 10626 -25144
c6036 21450 -29176
c2011 -28050 -6496
c2476 11748 14672
c7360 -1452 -24136
c989 26070 -19096
c773 23166 3080
c6581 -12276 20720
c991 10230 21224
c2741 12144 -28672
c10782 -9174 18200
c6672 -16632 -15064
c7619 3366 -33208
c993 12936 9128
c1388 11418 -25648
c3522 14058 -15064
c518 -23430 27776
c8281 31350 4592
c4363 -20922 -19096
c7504 -12408 27272
c11737 -14190 -8512
c994 -27390 25760
c1969 32406 -19096
c7097 26268 -28672
c2996 -726 -5488
c5720 330 -5488
c995 1320 -4480
c999 2178 -8008
c610 21318 -7504
c1002 -29766 -4984
c7924 4686 -20608
c7434 -24222 9632
c7528 3564 -22624
c3055 -20526 -28672
c2789 -528 560
c1010 28644 -12040
c2831 2772 -22624
c393 -11880 -32704
c432 -21384 -24136
c11620 18150 26768
c1012 -12474 -29176
