TotalDisplacement 37891230
MaxDisplacement 2905
NumCells 44811
c31429 35376 -15344
c5690 7722 -38024
c22011 -34452 4312
c37710 -44022 39088
c27345 -16038 -8288
c5146 -25938 15400
c44575 48180 35056
c12469 -4818 50680
c14184 -15708 6832
c12522 8778 -6776
c4499 42306 -15848
c4897 -13794 -18368
c4716 21318 -38024
c14866 27060 -12824
c4501 -24618 16912
c30090 -49764 -19880
c24057 35574 -35000
c24936 46200 -9296
c12735 42108 -18872
c38041 41052 46144
c16736 44946 -46088
c37456 20592 -35504
c28226 -23034 -40544
c5281 20262 16912
c13550 -37092 -9800
c27084 -35838 -728
c8256 -11154 17920
c10413 -6402 33040
c4507 -15444 784
c11762 -43890 3808
c8075 18480 -55160
c25280 26796 9352
c33872 -3696 -25928
c13670 37686 34552
c1718 -51084 19432
c4262 24354 19432
c22245 16104 -4760
c43768 47190 -5264
c5815 -10494 -20384
c37754 11220 -4256
c15018 58146 1288
c5095 42900 -33992
c7382 43758 16408
c36079 37884 42112
c4513 6402 51184
c4514 -8514 16408
c14374 42900 -3752
c2269 -41778 -32480
c25419 8316 -35504
c4515 6534 -16352
c10355 9768 4312
c3663 -11088 27496
c4516 9834 -6776
c2633 -19074 -6272
c37422 -47190 -41552
c4518 1188 6832
c1679 -5280 -19880
c16705 -17094 -9800
c42556 -36564 39088
c18934 1716 -28952
c4520 56496 -4760
c37845 -47652 -37520
c4522 -25014 44632
c4524 -30888 8344
c14161 -38214 28000
c24133 16962 15904
c4525 31548 6328
c26927 13860 32032
c457 -5544 -8792
c1108 -264 -15344
c1927 -51150 23464
c17907 -7260 25984
c14718 -20394 53704
c14036 14454 -10304
c22936 -10824 -28952
c24296 46530 -26936
c4528 -18942 -25424
c17561 27984 26488
c22974 56232 -40544
c33770 -42240 -9800
c7088 38676 31024
c16910 56232 33544
c37461 17160 42616
c34678 -46926 32032
c64 57156 -35000
c24555 -660 -7784
c19677 -7986 38584
c2811 -26004 19432
c4529 -4554 18424
c3575 52272 8344
c12476 55836 -52640
c6187 -31944 -10304
c5492 -15576 -39536
c35274 -22704 2800
c6946 3102 -13832
c16314 41448 10360
c23503 54516 -12824
c10014 -10560 -14336
c22674 -51414 37072
c4532 54054 -24920
c25600 15840 29512
c4533 57684 -15848
c17494 -726 15904
c13299 39996 37072
c19061 36894 9352
c6069 -40062 -26432
c12049 -24882 -27440
c4540 -11352 9352
c30588 47652 280
c14568 -39336 -52136
c37308 -26796 11368
c32873 52668 -21896
c26583 -32934 10864
c5501 5808 14392
c26971 37092 -1232
c645 7788 8344
c42523 55572 18424
c19922 38544 -52640
c10934 -19272 21448
c24656 -16698 -34496
c4543 -7392 42616
c32850 10098 -50120
c6562 7260 -36008
c27070 -51348 -19880
c4544 -54318 27496
c21070 -43626 -29456
c4466 53394 4312
c20653 -15774 51184
c6494 -58674 42616
c5061 56892 50680
c42435 28050 8344
c9375 52602 55216
c4551 35772 34048
c16187 -39006 55720
c23301 -19140 6832
c35505 -8844 -29456
c8558 51414 -48608
c25842 -17292 35560
c29673 45738 -7280
c2965 24882 -6272
c5107 -29832 6328
c31475 -7722 -40544
c7498 -25080 -4760
c15510 -41646 9856
c33537 27588 36568
c4556 26994 -55664
c4557 -37884 -12824
c35543 -53526 32032
c15088 -19866 -53648
c4559 -13266 -41048
c37115 -3696 -16352
c34848 -9570 -25928
c3413 29370 -54152
c5853 -33264 24976
c12542 55176 11872
c4434 18018 -8288
c5298 24486 39088
c37539 -16368 -16352
c22875 -43362 40096
c4562 16302 -14840
c5946 9438 -38024
c25707 17028 -34496
c10324 -21186 -8288
c9103 -46464 -29960
c32923 47454 33544
c27322 -19074 -23912
c4423 55968 35560
c35357 15312 46144
c4566 12144 -11816
c4567 -9174 40096
c18246 10626 -14336
c4568 52866 -50120
c32499 -28446 -38528
c12109 -33594 -6272
c4569 32802 4312
c13051 -26136 -9800
c4571 -39666 26992
c4573 33990 38584
c25054 43098 38584
c4934 46530 27496
c7394 -12738 19432
c4575 58476 -33488
c30166 47982 54208
c14095 -7986 -7280
c4576 43230 14896
c16142 -14058 16912
c34942 -55440 -13328
c4578 49566 -46088
c31411 5412 -28952
c9263 -39864 31024
c4579 53328 51184
c44168 38874 -31976
c4580 -12606 -17864
c8278 330 21952
c5350 -51876 19432
c6240 35904 -23408
c39401 22044 17920
c7462 -13332 -9296
c29647 -47322 47152
c38523 -51018 -9800
c4581 44484 -13328
c7026 -26202 -42056
c904 -50424 18424
c4584 -16368 -37520
c40478 -49632 -36008
c17107 31152 -51632
c14493 48312 8848
c36382 56298 54208
c35737 40326 54208
c6764 30360 34048
c25061 49104 25984
c21212 -19074 -728
c1916 44880 -47096
c23894 -37092 21952
c39140 36894 -16352
c1870 -31746 20440
c9460 15180 35560
c12860 44814 11872
c6455 26070 280
c17149 41448 19432
c4589 53790 -39536
c21934 15708 -22400
c28130 -32934 57232
c6814 462 -31976
c17330 -51084 20944
c2906 56826 44128
c23331 18480 37072
c7983 -33924 -11312
c6327 44352 12376
c4595 -39930 -22904
c29945 -24816 12376
c8778 -8910 5320
c5401 -13266 -22400
c5850 36894 -3248
c18811 -8712 -15848
c38387 -43494 784
c4596 -15312 -19880
c4600 39600 -11816
c23628 58146 -13832
c9175 42504 -49112
c4602 26862 -28448
c31451 -27324 38080
c13842 28776 -13832
c4603 -36564 1288
c43927 42108 40096
c9341 6468 -39032
c4608 52668 26992
c472 -28314 -8792
c22377 36960 -14336
c7240 52008 47152
c18009 -7854 -4760
c4611 -31548 -47096
c23043 -54318 -17864
c3169 47124 48664
c14814 55572 47152
c40542 -40590 -48104
c8510 19668 -24416
c4613 -36102 33544
c9604 32076 -22400
c16900 17490 28000
c2565 -9636 24472
c7449 42372 13384
c747 -34518 -49616
c8361 30624 20440
c4615 -36564 45136
c35039 26400 -2744
c10710 28776 35056
c35311 -27324 38584
c4939 46728 -44072
c6500 -8844 37072
c4620 -43626 -31472
c37387 34848 10360
c18332 4884 43120
c4623 44022 26992
c12575 52932 1792
c4625 -39930 9856
c21726 12078 -29456
c4627 -3762 -3248
c39994 12342 26488
c17923 -11220 -40544
c6756 -57222 -25424
c36038 -56892 -17360
c13575 23562 30520
c7762 -20196 36568
c4629 56100 55216
c38840 -54450 20944
c4631 28710 -3248
c6618 -13134 57736
c3606 -51282 -4760
c1816 49830 -1736
c27728 41712 43120
c1841 21978 24472
c33174 -39270 2800
c4636 -33264 43120
c15024 -37422 -42560
c30116 29634 -24920
c12554 -52866 30520
c20447 9306 13384
c4639 44550 19936
c10923 -50490 22456
c29256 -57354 36064
c15127 42108 8848
c9856 -1452 -6776
c27513 57816 45640
c41420 43626 17920
c31231 -3564 -7280
c5907 3960 17416
c20398 -10032 -50120
c4276 -8646 -28448
c38289 18612 40600
c25553 44748 33544
c28583 8184 20944
c4645 36102 4816
c5873 -47784 -17864
c1095 -55374 20944
c4646 54120 1792
c42780 -7524 -31472
c4360 -21912 -33488
c21710 29964 43624
c40251 3696 34048
c6797 -27852 46648
c954 44154 -25928
c36434 -30492 27496
c4651 -44880 8344
c12657 -33660 -23912
c12194 -36762 -5264
c4345 46464 3304
c20623 -9900 -29960
c4652 25278 42112
c21168 48840 -18368
c28669 43692 24472
c10800 -39996 -39536
c6988 -36762 50176
c24890 -19206 44128
c4653 -9108 44632
c6643 25674 -224
c40798 47190 -11312
c4655 17160 7840
c10769 -23166 -8288
c15583 -22044 -39536
c9207 -48906 49168
c5080 9834 55720
c30763 -25740 38080
c27849 -38148 16912
c43439 16764 -8792
c2993 -26994 -22400
c1206 2178 42112
c4660 53922 -17864
c13124 -36300 -7784
c13233 -57486 -1232
c14754 -16302 51184
c194 -5544 1792
c29978 7392 45136
c1255 22242 -15848
c19799 -41448 -44576
c7219 44682 55720
c13775 21516 34048
c26694 -23496 -3248
c12045 31086 23464
c4663 -5544 14896
c39366 9570 -49112
c15876 -31548 13384
c42872 -7920 17416
c23587 45870 -2240
c11490 19602 24472
c59 -15246 -29960
c41093 8316 280
c23865 37092 40600
c20176 29238 -17864
c8334 52470 12880
c4244 -49698 48664
c7293 5676 13888
c1425 -30030 -224
c28589 -30756 9856
c8362 5016 -40544
c4673 -6798 3808
c4674 55308 32032
c27291 50754 -43064
c515 39468 -23912
c1553 -38544 -33488
c30041 20922 -8288
c8114 -23100 -44576
c7227 51744 -33488
c35283 -49170 6832
c33 47652 -13328
c30946 -47454 42616
c4677 47586 34552
c18526 44550 -18872
c31647 -20460 50680
c14245 -10296 -15344
c16895 -21780 -28952
c35224 7458 -15344
c4404 -20130 -16352
c18416 -22110 6832
c21746 27522 18424
c4683 18744 -7784
c39946 -16104 1288
c14025 21582 -2744
c4686 32868 -33992
c40535 31218 -31976
c13561 -17556 -24416
c30286 -57486 17416
c4687 23562 -45584
c13981 -52602 -20384
c4690 -47652 24976
c14214 41448 43120
c4692 54252 -33992
c4840 1518 -33488
c4697 54516 -40040
c9923 -25080 -43568
c16915 -52206 43120
c19494 -22902 7840
c2541 -13068 -15344
c10362 264 -35000
c678 14652 -25928
c14080 -1716 -18368
c4698 -50028 5824
c1455 -5544 26992
c38779 50094 32032
c15813 34122 34552
c39282 31944 52696
c1588 41844 50680
c4705 -27984 51184
c14541 13992 47656
c8239 11154 19432
c16493 -16302 -9800
c17248 32670 41104
c3851 -5016 24472
c6745 -43362 -29456
c18472 58014 -7784
c22486 -198 -55160
c4708 52272 22456
c3474 46332 -35504
c9740 -10362 -42056
c42505 -2508 43624
c12026 -54318 -55664
c11394 48774 -26936
c15708 45210 30016
c4955 58014 -23912
c14398 -8184 -23912
c36242 45474 14896
c4711 -23958 49168
c33103 14982 -9800
c6779 -16962 -55664
c5782 -6138 -11816
c7187 15246 43120
c14320 43758 56224
c3508 32868 13888
c32862 -17490 41104
c853 -31548 35056
c43591 -52800 -24920
c6885 -43362 -25424
c22337 -2244 7840
c19487 29568 12376
c4714 -45804 46648
c23292 10296 46648
c14935 -6468 23968
c12942 33264 48160
c6617 -25740 51184
c22710 42438 31024
c4718 -6996 10360
c24207 -6534 13384
c32899 -33924 6328
c4720 -58674 10360
c4721 6930 -25928
c4723 -45144 -10808
c6978 25872 38080
c8734 46398 19936
c2325 6138 15400
c3523 -50358 37576
c19802 -1584 39088
c1518 8448 45640
c4841 40920 -5768
c5325 -52800 -30968
c3910 49368 43120
c16988 32340 -10808
c43912 2508 -28952
c1458 -30096 11368
c24868 34914 42112
c4727 12078 -6776
c4731 -29370 44128
c36547 17292 -1232
c21021 -5676 -28952
c8474 34056 20440
c27420 -46596 5320
c4733 -20328 -38024
c406 25212 47152
c19962 -22440 11872
c4734 -51810 -21392
c23689 19404 19432
c4740 47520 -13328
c26113 43692 25984
c5026 -23100 -11816
c44580 3762 11872
c42543 -8514 51688
c10142 27984 -2240
c4827 29568 2296
c4165 -30888 9352
c15312 46662 39088
c4741 5610 -57680
c38709 -9636 -14840
c27476 40524 44128
c36172 13398 7336
c6591 53526 38080
c9475 34320 -14336
c4742 35706 46144
c42176 -29700 53704
c5155 29502 -40040
c4744 18744 -38528
c13919 -51150 -1232
c2379 42702 50680
c23662 7788 -7784
c9398 36828 -1232
c3776 15444 37576
c28163 -35310 -15848
c4746 -20988 -28952
c9565 -32274 -40040
c18966 24486 -6776
c22075 36432 -27944
c13026 48114 -2240
c4748 -6402 18424
c11722 -4224 -50624
c28862 18018 30016
c14159 46596 56224
c4749 858 21448
c22345 54780 -224
c42181 38016 5824
c667 38940 -6776
c7451 48114 -32480
c44141 45342 -56672
c4750 3300 26992
c18973 7128 2296
c4760 -11220 -4760
c14885 -38082 -48608
c4553 57354 -3248
c4761 -19668 3808
c2316 -50820 -36008
c6456 18282 -54152
c4763 -45738 50176
c10761 37158 -28448
c6154 -31284 3808
c11134 -52602 13384
c2524 -8778 9856
c42360 34650 15904
c4767 52206 -46088
c7151 -32010 7840
c26490 -330 -19880
c41487 -32076 10360
c31917 -14256 22960
c4768 -14190 7336
c6344 57288 37576
c12899 31548 52696
c12507 45408 -18368
c36128 -9042 -25424
c13400 -9174 -24416
c40288 13398 -6776
c4495 -32868 49672
c4794 56628 28504
c18692 -19206 -17864
c28492 -46794 -26936
c39203 33132 56728
c9205 -42636 -55664
c8266 -27456 -18368
c16150 29766 49168
c3009 30690 -14840
c18307 -9636 -13832
c27979 -24684 28504
c14708 -5940 4312
c23383 57552 7336
c27569 -46992 11872
c35846 -56562 43624
c2672 -16764 8848
c4773 43032 37072
c4365 -15378 24472
c16151 31878 -48104
c4774 -13068 58240
c39769 -55902 -46088
c9006 -7392 -37520
c5586 29898 1792
c4789 -22704 30016
c4790 56496 -44576
c14297 23958 20944
c33778 14520 -25424
c7210 28908 -19880
c20203 -38412 17920
c31377 8118 10864
c594 55836 -33992
c13208 47586 -32480
c22264 -43230 -19376
c16380 57288 42616
c865 24354 2296
c32462 -23034 6832
c3392 51018 13384
c4795 30888 -2744
c12061 -17622 24472
c3717 32274 19936
c961 -50886 25480
c4026 2640 -42560
c7239 32076 -21392
c22627 -49698 18928
c3371 31944 -10808
c2420 3366 32536
c4429 -41844 -54656
c42306 18480 -24416
c517 55638 -37520
c32095 -1320 -50624
c25428 -19602 -21392
c4799 -594 -5264
c26014 41184 -58688
c11904 31944 10864
c1421 -43098 -2240
c3380 15510 -8288
c44322 30558 1792
c26620 -528 -12320
c41786 8052 -2240
c26533 -31284 -24416
c4800 -5676 43624
c29068 -29832 3808
c38020 -25410 40096
c4804 -41514 -22904
c2119 -44550 -45080
c7044 -2178 52696
c141 -27456 -35000
c11010 -16566 7336
c19606 660 -44072
c4809 36432 42616
c27501 -9372 -30464
c6008 -36102 7840
c14752 -17358 -47600
c15288 26466 -728
c19234 -22044 -23912
c16156 16104 -17360
c8180 -5346 33040
c4816 55506 -22400
c22977 29964 22960
c41472 -43098 43120
c13583 21582 12880
c34774 21120 -33488
c8657 31812 32032
c17310 -528 17416
c6847 36366 9352
c32712 43758 4816
c4817 -16170 -51128
c4820 -40788 15400
c39232 -32538 -58184
c4823 -34452 -20888
c4826 35508 36568
c18020 2970 -4760
c385 40194 -15848
c2383 -47586 23464
c1997 -45342 -29456
c24595 -33462 -51128
c12171 -35904 -6776
c4756 36960 13888
c6075 49500 -54152
c19191 -14124 37072
c11180 27060 -50624
c2929 -9504 32032
c1380 -28446 -29456
c4832 -51942 36568
c10680 -11022 53704
c8383 8910 16912
c43139 -31020 45640
c30790 -20922 -18872
c29282 38280 27496
c6738 51612 -51632
c5903 -23034 -12320
c2982 53130 29512
c39967 -18216 15400
c6216 -33858 10864
c44453 33858 46144
c12101 48972 8848
c20649 16698 -42056
c4833 42570 12880
c28373 -17160 48664
c14712 1584 -37016
c43103 -1980 -35000
c12406 -37818 -53648
c13831 -11550 36064
c14749 3828 -35000
c4837 32010 31528
c5110 -16236 8344
c4838 -40458 19936
c3853 10098 -16352
c42167 41580 -10304
c22637 32010 -41552
c4850 39402 -20888
c5990 10230 -19880
c1027 -3828 54712
c5619 -9900 -6776
c1759 14718 21952
c8538 7260 -5264
c4852 -10362 -33992
c4858 -12276 -38528
c4859 -35772 17416
c17165 -5214 784
c23303 11682 31024
c18633 35310 45640
c4860 -4686 -4760
c4869 -50160 -32480
c21095 36366 -728
c9433 -49434 19936
c32114 3432 45640
c5419 -32010 -8792
c40403 6600 9856
c4871 -19470 3304
c4873 41052 -728
c25532 -25212 -2240
c4874 -4620 -20384
c8390 16896 25984
c4878 7920 36064
c6860 38214 -1736
c4879 52800 -9296
c26274 23892 -33488
c41036 -57486 -13328
c12292 -34518 784
c38056 -44946 -23408
c27051 -55638 -43064
c9571 24222 13384
c27816 15114 -728
c3293 25872 -47600
c8741 7194 50680
c28723 13068 -49616
c7802 -10560 -30968
c31164 -4884 -32984
c5628 -39930 -41048
c26722 -33396 41104
c4882 44418 41104
c23443 22836 24472
c14052 30162 -29456
c4884 13068 22960
c43909 39270 39592
c25152 -6006 57736
c2814 20130 -58688
c28591 -36300 -51632
c43916 31416 50680
c25748 -6468 33544
c856 -42768 8344
c41955 29370 48664
c39611 38214 29512
c4891 10890 -30968
c27903 51018 -32480
c20645 -28182 -7784
c11244 43824 -51632
c30850 29304 -22400
c4892 -15378 18424
c16568 -22176 -38024
c6134 42306 -1736
c6712 -41580 -56168
c6736 -31152 -45080
c28502 51414 -29456
c20964 -32670 -19880
c511 23034 52696
c5327 -46992 41608
c14053 42372 23968
c32600 -1386 -1232
c13756 34716 -11816
c11516 49170 -30464
c2755 40392 30016
c4901 34320 47152
c4902 -2178 48160
c4905 -9306 3808
c7797 -44286 47152
c16464 -35904 -31976
c1189 -31086 -20888
c7725 -33396 34048
c4907 1320 -44072
c4909 -57882 28000
c12374 -49170 33544
c33987 -5214 32536
c26289 27786 -29960
c11214 53988 -24416
c32930 55374 -46088
c7230 44616 28000
c34018 -4686 -32480
c14922 10164 -7784
c33789 17688 -33992
c24293 -13002 -10808
c4914 37620 7336
c27482 46200 11368
c17541 18348 45640
c4911 53328 6832
c176 38412 -10808
c4921 -11352 55720
c24664 46860 13888
c4920 12012 53704
c5237 -50358 -50120
c29371 -1980 48664
c29785 48510 -56168
c26959 -50160 -9296
c6995 39072 -56672
c37889 -35838 11368
c16512 53526 37072
c13501 -30030 -28448
c4924 44748 20440
c7367 -15378 51184
c37650 11880 -32984
c9574 -39798 28000
c9682 -2508 -11312
c4925 -35112 -3248
c33181 13398 -45584
c6596 13200 -25928
c10203 10560 -25928
c4948 6930 -58184
c19801 -55638 51184
c4950 -51678 30520
c39869 -924 -12320
c20084 23958 42112
c2668 -30492 8344
c13266 -45804 7840
c4954 45408 -40040
c28049 32208 49672
c8962 45012 10864
c32854 4356 -32984
c6480 -35706 -45080
c17982 -55374 -6272
c39624 38214 32536
c27866 7788 -38528
c4958 -21516 23464
c4964 57948 19432
c4965 -8448 -224
c24271 -58674 45640
c44787 2442 784
c1818 23826 280
c35170 13398 -38024
c5530 -11550 -46088
c17272 -47652 23968
c22880 -26136 38080
c29320 -22572 -23408
c2002 -25542 -224
c28851 36366 -37016
c5060 198 35056
c18718 -5148 -25928
c6488 -10956 -23912
c19285 37290 18928
c26848 -30888 16408
c16637 -46992 18424
c14022 37422 3808
c7174 9372 42616
c38105 56562 -23408
c30719 -3696 -43568
c8093 -11022 -12320
c3928 -19206 280
c36409 -25146 22456
c18703 16302 14896
c4973 20988 -4760
c11701 21252 -25928
c3135 -32604 54208
c23941 49170 -57176
c24023 -8382 784
c19198 -43824 49672
c28726 -52668 21448
c24603 36696 -36512
c12065 50226 37072
c4977 -11748 54712
c34194 2508 -5264
c16674 36366 -19376
c4599 8514 -22904
c21897 -3036 54712
c8906 -46134 3808
c24790 -27984 -43064
c32569 4818 -42056
c26989 17688 3304
c8169 4554 15400
c5944 -30030 -11816
c25732 9702 -55664
c34027 -22968 -8792
c25882 -44814 -32984
c6138 30096 -11816
c5370 -51810 7840
c24568 -47058 280
c12192 -16302 280
c16788 46266 33544
c3570 -24156 19432
c25497 -36300 -9800
c22277 -21780 6832
c6162 -13398 -42560
c39800 -28050 -6272
c27916 40656 16912
c33685 32472 22960
c28342 -1056 -4760
c4991 27918 31528
c1631 17160 49168
c21958 -11550 -10808
c43452 51414 -50624
c2266 -50358 -37520
c12744 41514 -16352
c20464 -21846 16912
c1431 46662 40096
c5215 24816 19936
c28868 49500 -13832
c533 -50358 11368
c35214 -8580 8344
c4995 -51546 32032
c6084 16368 9352
c11538 -2508 26992
c11518 -27588 -36008
c29973 57024 8848
c9333 -5280 -31472
c6661 13332 22960
c33868 -23694 29512
c14542 28050 -3248
c13779 6204 3304
c5245 41184 -1232
c37189 -14520 9352
c4997 8580 -7784
c329 -23298 -8288
c2367 198 -24920
c15033 43824 30520
c6015 16236 -27944
c5950 -16962 -5768
c17221 6072 -7784
c9417 19206 -19376
c23057 -43890 -44072
c4319 34848 42616
c30621 -20196 -32480
c14296 -53526 -18368
c5000 -11946 35056
c6536 1716 24472
c3250 57750 -728
c6353 -35508 -54656
c31853 51348 784
c17103 -12672 -23408
c5013 -792 43624
c43687 -34980 -33992
c29764 46794 21448
c5016 30690 784
c8441 -53196 -38024
c5017 34584 10864
c35066 22704 -13328
c5020 21648 -27944
c5021 -4158 -1232
c1960 -40326 51184
c5022 54318 5320
c10091 36762 -32480
c21411 30426 50176
c11586 -42042 -13832
c15205 -32274 10864
c32174 -57552 30016
c26556 -11418 -3248
c5303 -4554 46648
c10369 4356 -40544
c12028 9636 5320
c5033 57354 -26432
c24770 16896 29008
c2968 52602 -10808
c23395 -21648 55216
c1989 14784 -9296
c29221 -14256 -37520
c11628 6204 -13832
c29281 -41184 18424
c21947 -7722 32536
c18544 57288 -15848
c5040 36894 22960
c15601 16302 -44576
c20453 -30426 -23408
c35254 16302 55216
c28044 26136 -33488
c5041 34848 -36008
c29099 43758 -48104
c347 54384 1792
c1545 -2574 50680
c22744 2442 -16856
c5044 -8712 -32480
c43823 -25938 -17864
c21177 17094 -3752
c41340 -38610 2800
c28273 22374 30520
c5046 3102 -24920
c37471 45012 8848
c6893 39072 27496
c4443 -48180 -44072
c5048 -1056 -11312
c4416 16500 44632
c7733 42174 -22400
c5052 33132 -1232
c35243 54318 42112
c17054 31812 -35504
c5054 36036 -29456
c34824 -58674 46144
c8551 -13068 -11816
c15791 49104 2800
c5518 -1716 -3752
c36552 14388 9856
c6788 58212 -4760
c5056 39732 14392
c37256 -5742 40600
c20119 -16764 26488
c40569 42174 33040
c10542 -39864 -9296
c7140 -23430 10864
c26060 32076 1792
c31505 47784 26992
c30585 37620 34048
c3569 37752 17416
c22162 -44022 47152
c5058 -3894 -32480
c38872 -3894 7336
c5781 40722 4312
c605 -29502 -17864
c27054 17160 -33488
c5062 53988 6832
c4477 -11946 -16856
c39047 29964 16408
c16135 -24816 1792
c19841 -21186 -6272
c32240 25674 50176
c11225 35442 -16352
c41294 792 -32984
c6944 30624 32032
c1136 -53790 31024
c7706 27918 55216
c18152 -36960 2296
c5070 19008 -12824
c22498 55308 -18872
c32440 37422 -24920
c5073 37158 34552
c27921 -53064 52192
c6734 19008 36568
c4496 49302 -23912
c5076 -13860 -37520
c13667 -8184 32032
c6122 -55242 53704
c44069 -20328 -32984
c30421 44154 48160
c94 25740 -18368
c9821 18678 -29960
c35911 50292 -25424
c14955 -11814 22456
c37931 -15246 5824
c25028 58146 22456
c5139 -36828 -53144
c25795 31680 20440
c6041 -22242 41104
c11598 -55770 -24920
c6475 27522 52192
c6104 -7986 -6272
c23394 3168 -51128
c37940 -6864 14392
c550 -45078 -23408
c29045 -3300 -25928
c30595 58410 58240
c6835 40986 -48608
c10048 -48972 -7280
c12667 13530 -5264
c12017 42042 49672
c4041 -21120 10360
c33490 -53724 -33488
c9206 7986 48160
c7452 -5280 40096
c4867 13332 -44072
c5086 -51150 31528
c37735 53592 -35504
c23920 5610 -33992
c36798 29964 -1232
c1987 -16764 14392
c5978 -47256 20440
c15064 -43296 -38024
c12502 -31680 51688
c5094 -42570 53200
c13904 -40392 -56168
c25043 50688 -33488
c23914 43560 37072
c2213 23166 24976
c5417 12012 4312
c39104 53856 9856
c11200 54318 -23408
c9055 -30888 3304
c32967 5478 -40040
c4001 38676 -1232
c7241 -5148 -15848
c29438 7656 -55160
c23131 -19206 -41552
c20639 19008 7840
c39509 -20526 26992
c11507 38808 16408
c21373 -46002 6328
c11363 2574 -25424
c13541 -6996 -15848
c10882 29700 20440
c6305 17688 -25928
c6921 1518 -19880
c31406 -27060 -36008
c5115 6732 -3752
c12105 19470 -5264
c38909 -3036 52192
c36222 55506 5320
c18438 28512 -2240
c2722 -40392 11368
c19965 58080 -18368
c21575 18480 -42056
c40059 57024 52696
c8553 -1650 -33488
c25391 25740 34048
c3594 56628 -224
c5129 -10560 53704
c28213 -36828 -9800
c7906 -4620 -9296
c5131 17028 52192
c21470 -27522 36568
c7198 -20856 -34496
c15098 27456 19936
c5132 57288 -58184
c23895 -33132 -9296
c9293 -9768 -728
c5134 -28380 31528
c5926 9042 -48608
c10954 8646 16912
c1578 -45342 -15344
c17674 58344 -31472
c8013 -40920 -21896
c8611 -3036 -44576
c2653 37422 -26432
c20344 35838 -1736
c8643 2310 -5768
c4966 -46332 -31976
c6017 54186 10360
c16544 48180 38080
c7557 -35178 -16352
c12348 -9306 11872
c5150 13794 -14336
c36770 35376 -2240
c6018 -5610 -32480
c5151 33594 3808
c5152 25080 40096
c33179 -30558 -32480
c6727 -5082 10864
c44680 54912 -2744
c22135 -35574 25984
c16127 40326 17416
c42133 36168 27496
c11850 -24156 23968
c30321 54516 19432
c44714 47058 -54656
c1482 50820 26992
c5154 -32472 34048
c23174 -9966 41608
c41718 21912 21952
c5973 -17754 -9800
c29066 -8976 -30968
c256 -49764 34048
c5169 41250 39592
c22150 -11286 34048
c5171 35574 1288
c8783 1518 4312
c9702 8184 46144
c31089 47058 -4256
c5173 52206 52192
c5174 -36960 33040
c34347 -30690 -50120
c9825 3564 -17864
c30514 -50622 -20888
c31863 -11946 18424
c3435 -13992 -21392
c5179 -50820 35560
c12587 -21450 -49112
c27609 55176 3808
c7181 -17952 49168
c5181 35772 -11312
c386 -18942 -16352
c44530 -20064 -32984
c5182 16170 -31472
c16960 33726 -58688
c30609 -40854 -19376
c1790 17490 19936
c16906 9768 -48104
c5187 -41778 34552
c27707 32604 -1232
c9596 -41580 -13328
c5189 -11418 45640
c5726 45210 -53144
c15028 -38346 -50624
c30235 -21516 8344
c5191 -21846 -19376
c11986 -34188 -12320
c15701 1584 46144
c3617 -40260 -52640
c5192 16368 42616
c16999 -10626 11368
c5841 12012 -54152
c14328 58608 -5768
c41908 58476 -2744
c38188 58476 39592
c10721 -27258 -10304
c25897 41514 38080
c14506 37686 -25928
c7249 -5082 -32480
c24483 -2640 55216
c43129 19668 -42056
c5197 -36366 38080
c5199 13662 -6776
c20139 -29832 -48608
c6575 16698 48160
c36844 -16896 48160
c7327 12276 -39032
c16619 55704 9352
c24564 22110 -50120
c1139 10032 -57176
c14181 -27522 32536
c14056 -11484 22960
c23977 3498 15400
c28594 23760 -21392
c3549 -39534 -44576
c971 14058 54712
c5209 -19404 42112
c5210 -36498 30016
c5234 6270 8848
c5211 -30228 -25424
c13225 -22110 26992
c35152 -21780 21448
c5508 32076 49168
c10095 54186 -14336
c7298 -23826 7840
c6116 53658 -28952
c25160 37818 -5264
c13247 -5478 12880
c6744 -11088 -29960
c44080 -11088 17416
c15204 -36498 -8288
c17729 24882 -42560
c32934 -43362 27496
c5222 -55770 -19880
c300 54648 -6776
c5223 -26664 56224
c35102 -41118 -31472
c16640 44880 -728
c31888 -13068 40600
c8048 43890 31024
c40732 28776 -55160
c27210 22704 38080
c12258 36168 7336
c8046 44550 17416
c15474 -4752 39592
c5226 35046 41608
c5585 40854 -37016
c5604 47058 -22904
c20687 5610 31528
c39966 44286 -7280
c27589 49962 -2240
c10786 -924 -15344
c5232 -44748 43624
c14812 25278 32536
c5240 -9768 -26936
c12600 40194 -35000
c2641 -35310 -52640
c43781 46794 -37016
c4876 -41646 -23408
c5242 -27522 -30968
c2898 -13200 -19880
c11861 -36762 -5768
c5244 -20130 3304
c18641 40788 -13832
c12403 33528 -36008
c5248 16896 47656
c39583 -36102 -13832
c19999 26862 -18872
c6107 -45474 1288
c1653 46068 -36008
c5714 42438 41608
c42316 44946 32536
c11831 -20526 16912
c7483 -10098 53200
c24424 29568 38080
c39408 11418 -8792
c5261 39468 35056
c16377 46068 280
c3230 -20790 -17360
c38365 -22638 44128
c29325 -46200 -27440
c23803 -32010 12376
c5262 19470 -35000
c26624 -16566 47152
c7909 4554 -17864
c5265 5742 -25928
c43704 -53460 -17360
c14895 -18942 1792
c14164 -38544 -31976
c41628 50424 -33488
c5266 -36036 -33488
c6102 35838 -3248
