TotalDisplacement 59859341
MaxDisplacement 3564
NumCells 51382
c9066 -57816 -5992
c12141 -55638 55496
c48343 54912 18200
c7328 -60720 -57400
c40101 -5412 -2464
c13653 51678 24248
c36767 37422 15680
c1909 -37554 -40768
c1908 -4818 -25648
c34868 -10494 56
c20780 -462 -30184
c31329 20262 -4480
c26909 26862 -34216
c7877 -24156 13160
c3524 -20196 46928
c3574 -10824 -1960
c1906 16698 -33208
c11343 -12012 -50344
c13108 -3300 -34216
c9320 24222 15176
c25945 -45936 56504
c35949 -4950 -41776
c29568 -23034 4592
c32215 -35244 -24640
c14440 7722 30800
c20520 24486 53480
c30796 990 -1960
c1905 28182 -5992
c46993 -25278 -17584
c4335 2904 -33712
c13731 19866 7616
c22568 -36960 -33712
c6883 11220 -34216
c13240 12144 25760
c29547 -58872 -25144
c4500 32670 54488
c36732 -26994 15680
c12715 7062 35840
c23258 6336 -50344
c1903 13992 -60928
c40861 -51348 27272
c11894 -15378 -22120
c1902 47058 38360
c1900 28776 -24136
c12769 -4422 -9016
c12288 -43032 56504
c3806 55308 -30688
c1899 29238 53984
c6820 -35244 -2968
c2385 20196 58520
c3431 27720 34328
c2825 -14916 10640
c28011 29040 -41776
c3394 -14850 32312
c1889 36498 44408
c44525 -5742 -7504
c34328 6336 39368
c25831 8316 3080
c13576 -16764 -14560
c19156 32670 10136
c45949 -17490 -25648
c1887 55902 50456
c21989 -56760 8624
c1821 11022 -27160
c21527 47784 5600
c25619 54516 58016
c1063 43956 33824
c11755 -39204 38360
c28414 -18282 -22624
c3093 41976 36848
c22671 -19866 -45304
c4112 18612 40880
c1856 55638 -18592
c14962 46992 -47320
c1879 55176 -16576
c1874 8448 13160
c29375 -9768 37352
c10437 43428 36848
c14912 16764 20720
c1751 46728 -33712
c14894 -35310 -60928
c18159 -1914 15176
c51195 15972 50456
c3280 27522 -22624
c540 7326 -1456
c36596 30624 28784
c3029 -53856 -4984
c17479 48510 -23128
c10186 49104 -37240
c11081 48378 41888
c24288 11220 -36232
c5799 -12474 22736
c9899 31548 50456
c4890 -15708 7616
c9869 44484 17192
c23526 -56628 52976
c14212 58278 49448
c1865 19536 -50848
c41555 -26862 -1456
c31194 21186 -952
c14643 -30426 29288
c41888 -37290 2072
c7818 -20460 -36232
c33497 -792 -16072
c987 53064 18200
c4587 10824 -8512
c16499 3564 -37744
c4872 -32208 1064
c27704 58542 12152
c11975 29238 -52360
c49521 -55638 54992
c1835 -31152 28784
c5654 5676 34328
c1855 52074 39872
c8265 1782 13664
c24487 -37092 -33208
c3040 -6930 -46312
c45633 -23430 48944
c11839 -39666 17696
c6678 -41316 -8008
c20470 -44880 -14056
c10848 6930 -15064
c40575 41382 -13048
c1853 -10362 -39760
c4885 -28050 18200
c1852 -42438 560
c5637 40722 -22120
c47180 -3696 19208
c6695 -45672 -30688
c15153 -1914 -10528
c27166 -24750 -21112
c1851 -14718 19208
c41342 -41844 -26152
c5236 -2244 -4984
c43855 29634 36848
c26032 -36498 56
c22105 40656 -51856
c12380 -42306 17192
c21566 -1782 -14560
c1846 -46530 -30184
c4937 990 41888
c51079 59070 -13048
c4396 -726 27272
c29657 -28578 29792
c1844 -9834 40880
c27780 -2046 60536
c5569 -8250 -58912
c32264 -9042 42392
c10719 -44748 -51856
c3632 5280 -27160
c15104 26994 -12040
c8208 -42438 22232
c8599 6534 30800
c30210 5478 21224
c30662 -57024 -42280
c13285 17358 -53872
c13658 21450 -47824
c3657 -39138 17696
c42137 8118 15176
c1843 -22110 -18088
c12058 -28974 -24640
c31955 41382 35336
c17085 -17358 59024
c1842 53394 13160
c29885 1386 -30688
c7341 26268 39872
c6707 9174 -23632
c8492 44022 42392
c3704 29634 48440
c3635 30624 9632
c2181 -36234 41888
c6357 -30294 -60928
c17173 46398 12656
c41111 -14850 -2464
c2299 55176 -38752
c33553 47256 43904
c8796 -17358 -32704
c2602 -6402 54992
c2439 -8184 50456
c34296 -48972 560
c20086 -50292 -8512
c42194 33000 -50848
c31024 6732 -15568
c26132 45342 61544
c3640 45606 -40768
c46408 39270 -43288
c42362 4752 -13552
c12997 -22110 52976
c3622 48708 -45808
c44017 53262 -7000
c7588 41184 15680
c4301 -1716 51968
c42988 53658 20216
c20862 15972 58520
c2913 -24354 -16072
c17653 17028 -38248
c4436 -37752 9128
c18432 -36036 -36736
c3538 17754 -6496
c36108 3498 -18088
c25973 -56034 -36736
c15532 -43692 -33208
c26167 28710 -26656
c13063 2178 35840
c7578 56034 23240
c29242 -6930 -43288
c39707 13068 -10024
c4899 -17358 13664
c44325 34188 -33712
c41780 10362 -45808
c25453 52140 19208
c3164 -25278 15680
c3189 60852 -33208
c37680 -26400 -7000
c29170 24156 31304
c30119 -10230 -34720
c36721 29304 39872
c14267 53922 21728
c1810 -49896 33824
c32001 53526 13664
c2089 -17754 -10528
c4464 60126 44408
c3384 55242 -4480
c38333 -25872 -11032
c10185 2508 -58408
c18828 -14784 20216
c29607 49830 -47824
c1809 2244 -45808
c8568 50226 14672
c7029 2904 -16576
c5408 -1980 49448
c2472 16368 -9016
c48282 44946 35840
c12183 -36696 -1456
c282 -51414 12656
c1869 -52272 -28672
c5025 -48840 35336
c46679 32010 15680
c10546 41778 45920
c25231 -37620 38360
c28298 31680 32312
c34700 40458 -3472
c7945 11286 -28672
c6332 -45936 40376
c36241 8910 31304
c5224 21714 -33712
c25083 -1848 -5488
c10987 -31416 22232
c1807 -20922 -19600
c21452 -9702 47936
c11583 15642 7616
c27851 -3300 55496
c41214 -17820 -952
c5059 12606 32816
c1804 9174 -25144
c21413 -19008 1064
c11418 9372 -42784
c1802 -51942 -46816
c41033 48378 50960
c21297 -25476 -26656
c26829 59730 -5992
c3011 2244 12656
c44964 -21186 57008
c10946 -24618 -50848
c30682 -42834 -40768
c31595 48840 56
c3174 11682 -47824
c1800 -28116 11648
c42445 -15246 -27160
c35807 -29304 13664
c3139 58212 11648
c8834 2904 -56896
c29373 -27192 28784
c498 15972 -39256
c1799 -2310 -44296
c9364 18414 31304
c40162 34254 40376
c21585 -33924 16184
c1208 39996 13160
c45355 32274 -42784
c15302 -52668 2072
c19301 55110 -34216
c26144 -35508 54488
c1135 -12474 -10528
c7221 7194 -23128
c33018 -44286 41888
c28150 -30558 -8512
c17788 14190 36848
c7676 -9702 58016
c11101 29766 34832
c21354 40590 17696
c31579 -23958 -5992
c30649 -47718 2072
c7425 -8184 7616
c48136 -13794 37856
c17066 42438 31808
c17207 23562 51968
c1797 35310 -15568
c18580 49104 24248
c19770 61578 -50848
c13781 7590 11648
c1086 8580 54488
c11679 -3168 -11536
c19698 -47718 -22120
c1789 61248 37352
c11585 -44022 -42784
c4946 -17028 3584
c46504 11616 -7504
c1484 27258 -14056
c27740 41382 -61936
c2754 -60852 38360
c50499 14388 12152
c3356 -35376 -43792
c40244 2640 26264
c6110 -14190 -18088
c49662 -59664 3584
c3476 31020 -13048
c11995 -25080 -12040
c9709 -50358 13664
c15210 -23100 13664
c22283 -33132 -48832
c36027 54450 17696
c2528 26202 36344
c3811 5874 -56392
c983 24156 13160
c1783 56694 -53872
c23853 -11220 -60928
c25533 25344 -10024
c28450 -21714 60536
c5960 38280 -45808
c9319 6402 -41272
c2104 -4026 -13048
c2351 -44286 34328
c14357 17490 43400
c33790 -35442 9632
c11156 -39930 -16072
c47602 55704 -34720
c8959 -33396 32816
c11065 -2046 8624
c9872 -62172 37856
c13574 -30228 52472
c1175 -9372 54488
c4333 -35904 -55888
c12096 12936 -36232
c6050 1122 -42280
c7714 -1650 -22624
c20390 -35838 -16576
c26045 -28578 -3976
c11663 28248 28280
c38036 40590 6104
c1777 -60852 -49840
c14524 14388 -952
c13222 990 28784
c28859 -4290 -7000
c13296 5148 -47824
c12470 -14850 -39256
c1774 12408 -36232
c2594 -44154 9128
c49999 -44154 24248
c26697 -38346 -30688
c806 58278 -60424
c12878 6798 26768
c6381 -17754 -40768
c15261 -54912 560
c41882 4620 21728
c13153 27060 -19600
c24389 -44022 -41776
c35842 -46926 22232
c9613 60126 -28672
c14055 -28314 25256
c12448 34188 28280
c9318 -29766 49952
c9593 -1584 -23128
c1765 -53064 -61432
c48668 34188 10640
c1764 -55572 -40264
c2954 -51678 -28168
c2211 -1782 8120
c1982 -13398 -20608
c2607 24024 -58408
c4771 -36762 -5488
c16764 48180 -27664
c4141 -30954 51968
c22738 -49764 -33208
c49571 -31086 46928
c17556 -16896 21728
c20244 4488 -35728
c5881 -2904 -28168
c45570 33198 -9520
c42282 -4224 38864
c32775 -23958 -44800
c32742 -26268 -4480
c6343 -37950 -17584
c17098 18414 2072
c42778 -19536 10136
c513 -40524 -57904
c6982 58806 -34720
c47045 40062 -12544
c10936 -10164 -29176
c35103 59268 -22120
c735 27390 37856
c2871 11418 6104
c40748 22176 11648
c1756 -19998 19712
c1750 -16368 33824
c43897 19140 3080
c2854 -19734 -18088
c30694 41514 -44296
c1748 43758 38864
c4220 45078 -2968
c41540 -52734 -29176
c9526 21252 -14056
c4256 14982 7616
c1746 -19668 56000
c8195 51150 42392
c14567 -62172 35336
c2507 -28974 35336
c17025 52668 -12544
c2117 -16830 55496
c27121 18810 -25648
c37502 36168 28280
c34283 21714 16688
c8384 13200 48944
c14657 39402 38864
c50868 -1452 18704
c4089 -41712 8624
c10657 57156 -40264
c6854 42702 2072
c10053 26598 20216
c13633 10626 -48328
c1531 14784 -9520
c23805 10164 -31192
c12391 4290 42896
c4320 52470 -42280
c36215 22044 -23632
c22994 990 -42784
c33848 61182 27776
c25926 -30558 -3976
c1741 5346 -30184
c23183 528 6104
c42113 36168 -38248
c36230 20394 15176
c814 -34914 -18592
c3144 -9768 -54376
c273 19470 44408
c14416 46992 19208
c48849 -55176 -19600
c44812 36300 23240
c8731 38544 21728
c868 22902 -21616
c46495 -14322 57008
c11541 49038 50456
c4252 -18084 -50344
c21671 -38610 -38752
c33129 28776 -57904
c1228 66 40880
c20179 7590 -23632
c29880 -9042 4088
c49447 -43164 58016
c13688 -44814 -23128
c41877 -3696 -47320
c7093 -45012 31304
c26229 43956 -27664
c3479 40524 -36736
c4836 6204 44408
c10728 -52800 -2464
c159 10890 -27664
c11809 -24354 -1960
c10886 19140 32312
c31031 51150 46424
c13694 -26862 -14560
c15080 -50952 -21112
c38040 36366 35336
c28412 -58938 -53872
c71 -48774 40880
c3797 7326 -46816
c7305 -42900 8624
c19045 37092 -3976
c10713 20856 9632
c2112 -22308 25760
c9783 14388 2072
c3692 -26136 -60928
c4861 43956 15680
c19410 47454 13160
c14264 -48312 -3472
c26702 31350 -14560
c28324 51348 -45808
c45450 42504 -58912
c3444 19866 40880
c196 -6864 -40264
c8053 38016 43904
c8036 44088 1064
c9871 -24882 -1960
c140 -45144 -3976
c3098 52140 37352
c22519 -27852 30296
c23468 61182 13664
c37237 15972 6608
c10394 -61380 -8008
c18420 -59532 -7504
c1498 -2640 7616
c11568 28050 -48328
c17298 -30822 37352
c12293 -42108 -25144
c30776 -49434 -57904
c25874 -57222 -17080
c2670 -58872 -11536
c43566 -12210 36344
c1977 -60720 26768
c11466 -62172 16184
c7291 45408 51968
c37843 -37092 -952
c17029 8712 24248
c1346 -16896 60032
c807 -53196 -53872
c36092 42702 -54376
c14369 8712 -27664
c3314 26268 -8512
c45082 -30954 -17584
c17673 -37488 7112
c26000 -35178 -20608
c14932 -30756 33824
c3989 -9966 46928
c11854 2640 -2968
c4706 28182 20216
c7036 45012 -49336
c43637 11484 50960
c1444 66 4592
c38109 6996 22736
c34133 -55572 54488
c6972 13794 -3472
c41657 -33924 33824
c17345 54978 13160
c35570 -3630 4592
c794 37950 61544
c1535 49896 51464
c1428 55242 -22624
c46753 1188 1064
c23623 59664 -32704
c34265 -57156 -23128
c8958 47322 -26152
c20083 60126 -19600
c27439 20328 27776
c2586 6666 43400
c14497 23496 43904
c3702 -7326 -24136
c6952 55506 30296
c13089 45276 -45304
c12970 48246 55496
c7060 16764 -26152
c8898 51480 -35224
c2465 -61380 -6496
c24954 -49368 8120
c39837 -12474 7112
c16718 -22902 -33712
c15155 8844 -31696
c26042 59598 46928
c26594 -27522 32312
c41793 23364 560
c18257 -25014 4592
c46879 -10032 -21616
c1184 19074 28280
c17684 37224 9632
c48075 -3036 -29176
c33360 -38214 -20608
c11133 -29370 29792
c774 -7524 -10024
c40213 20592 -10024
c3023 -35442 57008
c585 792 51968
c5309 -30426 -19096
c8532 -13464 -2968
c13928 8712 -16072
c2260 16434 -2968
c39022 13860 -16072
c9958 -35178 33320
c1015 53130 -47824
c24990 -54252 -49336
c37729 -32604 3584
c2841 -1122 -45808
c14669 56760 -14056
c4385 -27984 -4480
c9997 33264 -22624
c500 2640 23240
c1403 -264 -19096
c43481 -25014 -24136
c750 -39402 -16072
c798 25014 -44800
c28991 7062 -1456
c13958 5874 -18592
c40835 31350 35336
c37775 -35508 -25648
c8780 19074 2576
c5415 32208 16184
c9275 7722 -48832
c2130 -3300 24248
c25995 35706 53480
c30805 -11880 27776
c13482 -38808 53480
c10398 -5940 39368
c35327 -8052 -44296
c1485 -9570 40880
c11154 3300 -50848
c37344 6336 -14560
c35455 37620 27776
c1837 9174 6104
c764 47916 29288
c12298 39930 -55384
c39419 47520 39368
c4384 56232 -38752
c47846 38610 4088
c7656 38214 22736
c2805 46200 -9016
c20270 14388 59024
c35308 7194 -9520
c30355 -49566 47432
c5534 46200 -60424
c659 33924 51464
c1298 -44154 2072
c2645 3432 -27664
c38455 38016 35840
c26901 -6270 27272
c617 -42306 -16072
c21723 -4884 -15568
c12165 -39072 -33712
c10370 2178 -28672
c1267 18744 57008
c43034 19866 61040
c11212 -33330 -22624
c11653 -6930 -17080
c3689 -990 22736
c1847 -56562 3584
c11349 -45276 34832
c5811 33924 41888
c3449 -47322 7112
c2899 23958 -6496
c14662 -56100 25760
c8838 -18282 43904
c25278 -8118 16688
c6623 -21582 -952
c46607 55110 -22120
c22082 -33660 34328
c33587 -14454 53984
c26713 28512 51968
c745 -9900 10640
c15134 -43164 -59416
c3173 -52140 3080
c50143 -53922 46928
c1714 34320 -19600
c51134 -40788 19712
c43882 -18480 -47320
c10317 -35442 33320
c48504 -330 52472
c1323 11748 19712
c34996 24750 38864
c17089 -53790 26264
c42550 -29832 37352
c937 2376 -21616
c25282 48972 31808
c13793 39732 11144
c10537 -42042 28280
c10189 -20922 -11536
c730 2772 17696
c10513 31152 1568
c3281 -44484 15176
c728 -30096 20720
c5984 -56232 -5992
c2106 4884 -34216
c1002 -10428 -22120
c2756 60258 49952
c47650 -1386 -7504
c9862 16302 29792
c29677 1254 -5488
c8857 -28710 35840
c17595 22110 19712
c5379 -14850 48440
c7506 40656 35840
c68 -49302 19208
c15478 9834 20720
c34042 57156 -23128
c4702 -40326 -56896
c771 -20394 -41272
c8677 -27588 20216
c15799 -7656 -52360
c33078 13662 -28168
c21438 3300 1568
c45536 28710 -33712
c3666 -8844 45416
c259 14586 -58912
c9408 3960 -42280
c7773 25344 11144
c3286 45738 53984
c41890 -26136 -19600
c41159 -44286 -40768
c35137 -43098 4592
c8295 -60456 560
c49289 -52206 24248
c11155 -7788 6104
c7297 45738 -48328
c41297 -50754 -50848
c2493 45144 10136
c25066 -47586 -1960
c6504 -14058 31304
c32299 39072 1064
c2966 -55836 -19096
c49766 31746 -30688
c27724 -35046 48440
c23120 2970 31808
c184 -9900 -47320
c4769 -41316 -33208
c8845 54186 -35728
c44133 -2970 -4480
c37302 26730 4088
c35896 -13332 -31696
c23888 -49302 -31192
c716 36168 -49840
c36311 47454 7112
c10027 19338 29792
c12598 -5874 4088
c29369 45672 -19096
c9025 -54384 -11536
c46735 1650 -11032
c13752 7458 -11536
c915 -43956 57008
c16511 9306 32816
c3826 -33132 36848
c11328 -60918 -30184
c376 -33330 -16576
c50643 37950 55496
c4168 -48114 4088
c44134 1122 -8512
c36741 34122 -52864
c13736 -47850 50456
c13776 -19998 -26656
c18849 50424 -30184
c30529 -49764 -30184
c4957 52008 9632
c6479 -24948 -48328
c2457 32208 18200
c13215 15312 46424
c5833 -6930 8120
c2239 39336 -37744
c16865 29766 -14560
c23028 22704 36344
c42846 -41580 8624
c12862 25344 29288
c1675 59334 -10528
c26577 52272 23744
c428 -33660 19712
c1646 -19998 18200
c20339 -62172 46928
c23687 -47586 -31192
c32276 39138 -2968
c164 -53130 7616
c932 -44550 -20608
c7119 -17292 29792
c39664 29238 56504
c3949 11814 -8008
c708 20526 42896
c691 -39270 -15064
c9701 14124 -4984
c18661 -15972 37352
c45515 -9438 -44800
c36401 -57618 -35728
c35279 18810 24752
c689 30888 24248
c24140 -58674 -31192
c31645 0 12656
c7244 12408 -9016
c8270 42702 -27160
c1479 2970 18200
c22553 3894 18200
c11308 32076 45920
c726 -27720 37352
c13196 -33330 29288
c3162 33990 52976
c20642 -6666 -55384
c752 28182 -29680
c37798 -58410 -29176
c20575 -48642 2576
c44171 -30162 37352
c676 31218 -3976
c17852 61446 1064
c8978 -32472 56000
c19455 3960 17192
c24029 45276 59528
c761 22836 -24640
c9260 42900 46424
c5930 34650 -37744
c24489 -21054 -23128
c40924 36828 -60424
c29212 -37158 -44296
c20306 26862 -22624
c45297 37290 -28168
c21012 2442 -12544
c3319 39270 -31696
c1087 -4818 -57400
c672 14784 -10528
c7894 -40986 17696
c17680 51216 -22624
c50252 -330 31304
c11385 -18744 49448
c14599 55968 -16576
c20758 -8118 23744
c2769 24354 -21616
c32431 -27258 -28168
c12742 44550 51464
c37994 -49698 11144
c10422 7854 25256
c24361 -528 -8008
c30236 3300 3584
c2640 -53064 -36232
c2713 31416 -24640
c47663 33264 -41272
c38135 -59796 -40264
c2361 -15642 -22624
c1092 46134 -39760
c1970 42174 -26656
c22108 -6006 43400
c73 54714 9632
c35164 -45804 18200
c22698 29436 3080
c29822 -47520 38360
c29828 -49236 41888
c44516 49962 37856
c39127 3564 -17584
c36939 47454 48440
c7320 1122 30800
c652 -21846 31808
c24094 -17688 53480
c26691 -32802 -29680
c51161 5808 -29176
c25069 -38016 -32200
c1351 -26334 25256
c15044 -53790 6104
c5436 16038 56
c3791 55374 32816
c5149 21450 -7504
c13963 8514 28280
c20710 -31482 16688
c21146 42240 -54880
c6573 -3894 11144
c45632 -20592 25760
c44341 57486 17696
c19600 61710 -28672
c34081 -51414 -19600
c27246 14256 49448
c30629 60984 51968
c10194 -8778 -23128
c6461 -2640 -23128
c49505 -20526 -34216
c16723 20790 23744
c6891 -19008 56
c25485 30888 35840
c22336 -52668 52472
c4016 -43296 19208
c44047 -20790 56504
c17190 -15972 -59416
c19888 5280 -43792
c253 -18414 31808
c42304 14322 45416
c7228 35112 41888
c14276 -31284 24248
c1519 44946 -35728
c12908 -34980 -25648
c29867 19932 -53368
c46014 -8910 -52864
c42511 13002 -59416
c871 15312 4088
c15058 7722 -22624
c17304 -31944 45416
c4073 4620 -39760
c37886 15114 2072
c23493 60258 47432
c11968 -6864 -18592
c41087 54516 -18088
c21194 -5742 43400
c31264 46266 35840
c8187 -7986 17696
c36167 -60324 -52864
c2237 7788 12656
c7314 32142 23240
c11511 43230 -15568
c377 46332 -7504
c28007 29370 -28168
c381 56034 -24640
c27257 35970 -13048
c21932 -50358 26264
c9022 -45012 26264
c1215 -25806 -2464
c644 -45936 26264
c15566 44682 -45808
c1406 31944 21728
c16067 -16632 34328
c21941 50754 -27160
c28447 15840 -46816
c16502 -25278 -4984
c642 -45804 28280
c18743 -40854 45416
c14537 8184 -27664
c2123 -33792 -20104
c460 -21120 -60928
c35977 37290 35336
c5167 -49170 1568
c14373 -26994 -20608
c17800 -38214 -26152
c49273 59268 28784
c631 27060 34328
c2410 -53064 51464
c4896 11682 -17584
c1600 36036 18200
c44682 -47982 15680
c1884 -40128 6608
c44741 -24090 56504
c44139 -45012 -48832
c30843 46530 -25144
c29534 56958 -32200
c9167 -50424 -37744
c7202 -16830 54992
c12137 -36828 -7000
c629 35640 16184
c50482 -45012 -12544
c17754 -132 -23128
c1693 13266 -15064
c628 -20856 26264
c1240 28644 14168
c49259 5148 19712
c9367 35244 -32200
c10395 -8514 -16072
c117 55638 7616
c20033 15972 38360
c22306 60192 33320
c44617 29040 11144
c1840 -30558 -31696
c37804 54582 19712
c7369 58014 560
c13734 -14718 -24136
c2747 -594 -52864
c15007 58080 50960
c1250 5874 29792
c14819 31680 -7504
c5747 -10692 -45304
c342 -1518 5600
c21655 -48180 10640
c41048 2706 -8512
c614 -52866 41384
c13813 -39864 13664
c8754 60918 30296
c47713 -22902 -41272
c26026 -26664 24248
c2402 -15774 19208
c4877 35442 -17080
c17283 34320 -25648
c1914 -55968 -46312
c6445 -28050 25256
c27011 53526 -8008
c5974 41580 -58408
c26179 -26466 -32200
c15446 5412 36344
c612 -7524 50456
c2506 2178 -47824
c20705 59994 -33712
c23907 23694 28784
c6470 20988 25256
c40021 49566 -48328
c7426 -34386 -9520
c5341 -55374 18200
c9168 -32670 1568
c10553 46728 31304
c18068 37290 -2464
c658 51018 -24640
c4577 32472 -31696
c19861 32076 -34216
c24442 17028 -29680
c1795 11682 -54376
c27629 -55770 -17080
c12824 -16566 6608
c4743 -7788 -52360
c6132 33264 -46312
c21537 -24750 -47320
c47926 -37488 22736
c32289 -32142 2072
c2834 -32076 -20104
c35099 20658 51968
c13245 5214 57512
c7193 6072 4592
c47694 -24552 -41776
c200 -22176 9632
c36645 -31020 -36736
c5705 -51282 11144
c5723 54252 -40264
c35948 23694 6608
c29134 -34056 15176
c62 -39534 -23128
c5831 -13134 -2464
c18618 39204 32816
c39096 -59268 -9016
c2695 924 20720
c37311 30426 -53368
c9782 37092 -52864
c23926 -58278 42392
c12589 -52074 -23128
c26307 -41052 21224
c21037 20592 16184
c6481 29634 -12544
c1410 -21054 -17584
c2736 -45804 31808
c10659 48840 -51856
c34542 -3960 21728
c1195 -62172 -39256
c25317 26136 -11536
c191 57222 -36232
c17189 -55572 -52864
c14575 59730 -6496
c5548 -26664 -37240
c33675 18348 -13552
c19226 50424 33320
c47441 11814 -51352
c45798 4224 46424
c36637 -30492 -59416
c20404 58806 -12040
c603 -31548 22232
c11122 52866 -12040
c43001 -21780 11648
c3733 -44814 -5992
c14152 45672 -47824
c30924 32010 -25144
c17564 59598 5096
c12683 -62172 -18592
c37441 33792 37352
c20271 45540 -40264
c1 -33132 45416
c28384 -26994 -45808
c593 4290 -9520
c48267 41184 -24136
c18887 41712 19208
c1325 51810 -14560
c36616 -30162 -5992
c23272 -13200 35336
c1873 -37290 -32704
c1104 -21912 47936
c38005 28116 50456
c2510 22374 1568
c28362 39204 -7000
c7086 -14586 34832
c16155 -30162 48440
c18984 -19140 29792
c19595 49038 9128
c51265 -10494 -34216
c4353 -49500 35840
c12031 -2508 -19096
c1436 -7656 -13552
c43475 -59664 45416
c1292 40722 -44800
c50557 -53988 9128
c650 -30690 53984
c20040 -16830 35840
c29476 7194 9632
c13748 -20658 -25144
c13762 49302 31304
c8728 -28446 29288
c11705 20196 21728
c11958 -17688 11648
c665 10362 14672
c1090 -20592 37856
c44268 990 4592
c9311 -56232 -43288
c42813 11154 43904
c37282 12474 -6496
c13 -42372 -9016
c307 30756 49448
c34019 34518 -18088
c9722 -42504 -55384
c16328 -43956 -3472
c19989 -40788 35336
c522 -49500 8624
c9806 34254 44912
c39406 -26928 19208
c39060 -10362 -25144
c34908 49698 30296
c16819 20856 7616
c47347 1452 20720
c9737 -3696 -59920
c8430 48774 -52864
c19767 41250 -20608
c12634 60654 54992
c25058 -43758 32312
c47759 -20460 48440
c44685 32274 -2968
c31084 34254 -54376
c14675 59796 -48328
c2742 -45210 -15064
c5445 -21912 -29680
c13646 13002 11144
c3995 30756 -8512
c1183 -40062 -1960
c20071 37290 -12040
c50241 15378 17696
c2638 -51018 24248
c7054 41976 -15064
c1922 53394 -16576
c8249 -132 7616
c47077 56100 -57904
c42999 -50688 -47824
c31870 29040 19208
c29871 45606 37856
c1896 -33198 25760
c21 -32538 2072
c7323 -24552 -31696
c17154 22638 -52864
c21705 54714 26768
c28602 35112 32312
c1408 -45804 -48832
c20467 -12540 -3472
c2709 -132 42896
c1744 44220 32816
c43977 33924 59024
c28155 -24222 -22624
c38592 33396 16688
c34643 27126 15176
c640 42570 22232
c40725 46002 2576
c9 -47388 36848
c3608 9834 31304
c1474 -20196 -18592
c25358 660 -1456
c35819 -37092 -7000
c13046 41514 10136
c22598 30360 39872
c38099 -61644 -19096
c5217 6864 45416
c3846 -51084 4592
c48688 -39996 -2464
c3693 -7656 34328
c15511 37356 37856
c12574 1782 25760
c15874 45804 -36736
c20265 -37026 50960
c5933 58542 20720
c227 32538 -20608
c12950 33924 -31696
c45015 20724 49448
c19979 -61380 -15568
c8345 -4158 -44296
c3328 11352 -57904
c20637 -52140 -48328
c7960 16170 -20608
c16037 21384 10640
c48418 2508 58016
c34536 -50754 -19600
c2364 36366 22736
c46548 -58806 37352
c24729 58212 -58912
c12325 33264 43400
c50450 -19602 49952
c1150 40986 -43792
c19044 -19932 14672
c20345 18546 -13048
c4314 -3894 -14560
c28629 46860 21224
c626 18942 56
c1701 -198 5600
c16735 13464 -57904
c30101 17556 21224
c28081 -10956 -3976
c43770 39138 -10024
c11409 -43230 -38248
c9982 -20526 19712
c28948 -23694 -7504
c3086 -13002 -27160
c12464 58014 -35728
c48897 60192 -30184
c19530 -25938 58016
c6532 47058 -33712
c47729 41118 52472
c374 22704 21224
c34456 32868 26768
c11873 49368 30800
c247 48312 -51856
c2575 -23958 -23128
c14335 -51876 51968
c23410 -55836 56504
c31395 -15048 3584
c10176 4620 18200
c21969 -6864 14672
c14796 -57024 -51352
c1221 42966 -29680
c2587 -27654 17696
c549 25938 -6496
c11443 52074 -26152
c15914 -33792 21224
c41303 -11154 27272
c10271 -47058 16688
c103 56100 43904
c25249 15576 -5488
c3550 -20988 40880
c43625 -2046 -16576
c1223 -25674 -39256
c17936 3366 -6496
c3000 -19602 38360
c22317 60126 12152
c6741 14916 48944
c6768 54120 22736
c24198 60654 -28168
c8717 -6534 18200
c4813 27522 46928
c2129 -32934 11144
c535 -13530 50456
c40941 27918 -33712
c37961 -20328 1568
c7043 -32142 -56392
c40110 60126 12656
c26200 56166 -8512
c43226 40656 -43288
c8874 -37422 24752
c9908 19866 -28168
c12161 -46530 -15568
c18481 -14388 -50848
c4364 27456 42896
c3396 -49764 -52864
c38476 54846 -19096
c23467 -14454 -1456
c46974 -13992 -29176
c1171 -3300 -448
c2585 54318 3080
c27936 -6204 -58408
c41029 53856 -55888
c40565 36630 22232
c4856 -4290 -30184
c1416 23892 -16072
c19687 -24816 13160
c9505 18876 18200
c42634 -21582 -29176
c27840 16896 38360
c1181 46794 60032
c50677 -26202 2576
c40017 -14784 29288
c7056 -46068 -41272
c530 60786 40880
c846 -59334 -60424
c528 -264 57008
c9838 -55242 21728
c40325 2310 30800
c37993 52404 -35224
c9570 39072 -16576
c21279 -49962 7112
c33002 23826 -21616
c25767 47784 23744
c1330 -12804 1064
c43342 -34188 -7000
c5767 25542 53984
c36988 26400 -24640
c22765 -34188 -17080
c8635 29634 58520
c23213 48180 46928
c47507 7392 -4984
c9423 -53922 -53368
c5763 60654 14672
c1376 -14784 11648
c46985 -20988 -14056
c20817 12804 -8512
c11292 23430 23744
c8721 21318 -51352
c10140 -47586 9128
c4534 -38016 34328
c38437 7128 14168
c24017 -23364 -12040
c508 -2904 16184
c5749 53988 -16072
c43232 -6534 -54880
c1863 57486 -7504
c13449 -58344 -25144
c26462 -19206 -41272
c23783 9240 -24640
c491 31416 -13048
c10756 15576 5600
c2147 57288 35840
c1529 -46068 -53872
c5178 -27588 -42784
c32524 35970 -44296
c1572 5742 18704
c23132 -26334 6608
c4270 -30558 -43288
c50117 -12474 -23632
c48979 -9372 -57400
